Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9741,Port Royale 3,PS3,2012,Simulation,Kalypso Media,0.06,0,0,0.01,0.07
9742,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0,0,0.06,0,0.06
9743,Lunar: Dragon Song,DS,2005,Role-Playing,Rising Star Games,0.11,0,0,0.01,0.12
9744,Break 'Em All,DS,2005,Puzzle,D3Publisher,0.11,0,0,0.01,0.12
9745,WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,0.11,0.01,0,0.01,0.12
9746,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Bandai Namco Games,0,0,0.05,0,0.05
9747,Cars 2,PSP,2011,Racing,Disney Interactive Studios,0.1,0.01,0,0.01,0.12
9748,Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12
9749,Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,2012,Strategy,Bandai Namco Games,0,0,0.12,0,0.12
9750,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007,Shooter,Bandai Namco Games,0,0,0.12,0,0.12
9751,San Goku Shi V,SAT,1996,Strategy,Tecmo Koei,0,0,0.12,0,0.12
9752,Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0,0,0.01,0.12
9753,The Lord of the Rings: Aragorn's Quest,DS,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.02,0,0.01,0.12
9754,E.X. Troopers,PS3,2012,Shooter,Capcom,0,0,0.05,0,0.05
9755,Red Faction II,XB,2003,Shooter,THQ,0.09,0.03,0,0,0.12
9756,Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft,0,0,0.12,0,0.12
9757,Rock Band Track Pack Volume 2,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.12
9758,Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,0.09,0.03,0,0,0.12
9759,White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04
9760,Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Bandai Namco Games,0,0,0.12,0,0.12
9761,Megamind: Ultimate Showdown,X360,2010,Action,THQ,0.07,0.04,0,0.01,0.12
9762,Kaijuu Busters,DS,2009,Action,Bandai Namco Games,0,0,0.12,0,0.12
9763,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0,0,0.01,0.12
9764,Ferrari Challenge Trofeo Pirelli,PS2,2008,Racing,System 3 Arcade Software,0.06,0.05,0,0.02,0.12
9765,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,Sega,0,0,0.12,0,0.12
9766,Chase: Hollywood Stunt Driver,XB,2002,Racing,BAM! Entertainment,0.09,0.03,0,0,0.12
9767,The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,0.06,0.05,0,0.02,0.12
9768,Mechanic Escape,PS3,2012,Platform,D3Publisher,0,0,0.04,0,0.04
9769,Saru! Get You! Million Monkeys,PS2,2006,Platform,Sony Computer Entertainment,0,0,0.12,0,0.12
9770,Curious George,PS2,2006,Action,Bandai Namco Games,0.06,0.05,0,0.02,0.12
9771,Crush3D,N3DS,2012,Platform,Sega,0.07,0.04,0,0.01,0.12
9772,Zathura,PS2,2005,Adventure,Take-Two Interactive,0.06,0.05,0,0.02,0.12
9773,Lovely Lisa,DS,2007,Simulation,DHM Interactive,0.11,0,0,0.01,0.12
9774,Medarot DS: Kabuto / Kuwagata Ver.,DS,2010,Role-Playing,Rocket Company,0,0,0.12,0,0.12
9775,Mountain Sports,Wii,2009,Sports,Activision,0.11,0,0,0.01,0.12
9776,Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0.03,0.03,0.05,0.01,0.12
9777,NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0.01,0,0.01,0.12
9778,Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.04,0.01,0.01,0.12
9779,Making History: The Great War,PSP,2010,Strategy,Bandai Namco Games,0,0,0.12,0,0.12
9780,Shin Megami Tensei: Devil Survivor 2,N3DS,2015,Role-Playing,Atlus,0,0.03,0.09,0,0.12
9781,Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0,0.04
9782,Dance Paradise,X360,2010,Misc,Mindscape,0.1,0.01,0,0.01,0.12
9783,Backyard Baseball '10,DS,2009,Sports,Atari,0.11,0,0,0.01,0.12
9784,Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,0.03,0.05,0.02,0.02,0.12
9785,Cel Damage,XB,2001,Racing,Electronic Arts,0.09,0.03,0,0,0.12
9786,Go! Sudoku,PSP,2005,Puzzle,Sony Computer Entertainment,0.11,0,0,0.01,0.12
9787,Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0,0.1,0,0.02,0.12
9788,SSX 3,GBA,2003,Sports,Electronic Arts,0.09,0.03,0,0,0.12
9789,My Chinese Coach,DS,2008,Misc,Ubisoft,0.11,0.01,0,0.01,0.12
9790,DiRT 2,DS,2009,Racing,Codemasters,0.06,0.04,0,0.01,0.12
9791,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007,Misc,Bandai Namco Games,0,0,0.12,0,0.12
9792,The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,0.11,0,0,0.01,0.12
9793,Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,Gust,0.08,0,0.03,0.01,0.12
9794,Breakdown,XB,2004,Adventure,Electronic Arts,0.09,0.03,0,0,0.12
9795,Rush,PSP,2006,Racing,Midway Games,0.11,0,0,0.01,0.12
9796,Ecco the Dolphin,GEN,1992,Adventure,Sega,0,0,0.12,0,0.12
9797,The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012,Role-Playing,Falcom Corporation,0,0,0.04,0,0.04
9798,Looney Tunes: Sheep Raider,PS,2001,Platform,Infogrames,0.07,0.05,0,0.01,0.12
9799,Yard Sale Hidden Treasures: Sunnyville,DS,2010,Puzzle,Konami Digital Entertainment,0.11,0,0,0.01,0.12
9800,Harvest Moon 2 GBC,GB,1999,Simulation,Ubisoft,0,0,0.12,0,0.12
9801,Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12
9802,Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0.1,0,0.01,0.01,0.12
9803,Cory in the House,DS,2007,Action,Disney Interactive Studios,0.11,0,0,0.01,0.12
9804,X2: Wolverine's Revenge,GC,2003,Platform,Activision,0.09,0.02,0,0,0.12
9805,McDROID,Wii,2011,Strategy,Bandai Namco Games,0,0,0.12,0,0.12
9806,Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,0,0,0.11,0.01,0.12
9807,Showdown: Legends of Wrestling,XB,2004,Fighting,Acclaim Entertainment,0.09,0.03,0,0,0.12
9808,Macross Triangle Frontier,PSP,2011,Action,Bandai Namco Games,0,0,0.12,0,0.12
9809,Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft,0.11,0,0,0.01,0.12
9810,Petz Fantasy: Moonlight Magic,DS,2010,Simulation,Ubisoft,0.11,0,0,0.01,0.12
9811,Gundam Breaker 3,PSV,2016,Action,Bandai Namco Games,0,0,0.12,0,0.12
9812,My Farm Around the World,DS,2008,Simulation,Atari,0.11,0,0,0.01,0.12
9813,Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0,0.02,0.12
9814,Zubo,DS,2008,Misc,Electronic Arts,0.09,0.03,0,0.01,0.12
9815,Street Hoops,GC,2002,Sports,Activision,0.09,0.02,0,0,0.12
9816,NFL QB Club 2001,N64,2000,Sports,Acclaim Entertainment,0.11,0.01,0,0,0.12
9817,Earthworm Jim 3D,N64,1999,Platform,Interplay,0.1,0.02,0,0,0.12
9818,Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft,0.1,0.02,0,0,0.12
9819,Densha De Go! 64,N64,1999,Simulation,Taito,0,0,0.05,0.07,0.12
9820,Godzilla: Destroy All Monsters Melee,XB,2002,Fighting,Atari,0.09,0.03,0,0,0.12
9821,The Daring Game for Girls,NDS,2009,Adventure,Majesco Entertainment,0.11,0,0,0.01,0.12
9822,Conception II: Children of the Seven Stars,N3DS,2013,Role-Playing,Screenlife,0.09,0,0.03,0.01,0.12
9823,Animal Genius,DS,2007,Puzzle,Ubisoft,0.11,0,0,0.01,0.12
9824,Sega Soccer Slam,PS2,2002,Sports,Sega,0.06,0.05,0,0.02,0.12
9825,Zenses: Rainforest,DS,2008,Puzzle,Game Factory,0.1,0.01,0,0.01,0.12
9826,Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,Take-Two Interactive,0.06,0.05,0,0.02,0.12
9827,Grand Theft Auto: San Andreas,X360,2008,Action,Take-Two Interactive,0.08,0.03,0,0.01,0.12
9828,Phantasy Star Universe,X360,2006,Role-Playing,Sega,0.09,0.02,0,0.01,0.12
9829,Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing,0.11,0,0,0.01,0.12
9830,NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0,0,0.01,0.12
9831,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005,Racing,THQ,0.09,0.03,0,0,0.12
9832,College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12
9833,Mytran Wars,PSP,2009,Strategy,Deep Silver,0.08,0.02,0,0.02,0.12
9834,MX vs. ATV Untamed,DS,2007,Racing,THQ,0.11,0,0,0.01,0.12
9835,Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft,0.08,0.02,0,0.02,0.12
9836,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011,Fighting,Bandai Namco Games,0,0,0.12,0,0.12
9837,Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011,Role-Playing,Atlus,0.07,0,0.04,0.01,0.12
9838,Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,0.11,0,0,0.01,0.12
9839,Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,0,0,0.12,0,0.12
9840,Rocksmith,PC,2011,Misc,Ubisoft,0.06,0.04,0,0.01,0.12
9841,MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0,0.01,0.12
9842,Sonic Adventure 2,DC,2001,Platform,Sega,0,0,0.12,0,0.12
9843,Burning Road,PS,1996,Racing,FunSoft,0.07,0.05,0,0.01,0.12
9844,Slayers,SNES,1994,Role-Playing,Banpresto,0,0,0.12,0,0.12
9845,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Bandai Namco Games,0,0,0.12,0,0.12
9846,IndyCar Series,PS2,2003,Racing,Codemasters,0.06,0.05,0,0.02,0.12
9847,Space Chimps,PS2,2008,Platform,Brash Entertainment,0.06,0.05,0,0.02,0.12
9848,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,Vivendi Games,0.09,0.03,0,0,0.12
9849,Famicom Mini: TwinBee,GBA,2004,Shooter,Konami Digital Entertainment,0,0,0.12,0,0.12
9850,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005,Misc,Atari,0.11,0,0,0.01,0.12
9851,Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,0.06,0.05,0,0.02,0.12
9852,Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04
9853,PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment,0.11,0,0,0.01,0.12
9854,Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,0.1,0.01,0,0.01,0.12
9855,Ultimate Card Games,GBA,2003,Misc,Telegames,0.09,0.03,0,0,0.12
9856,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001,Sports,Konami Digital Entertainment,0,0,0.12,0,0.12
9857,Rubik's World,DS,2008,Puzzle,Game Factory,0.1,0.01,0,0.01,0.12
9858,Lost Magic,DS,2006,Role-Playing,Ubisoft,0.09,0,0.02,0.01,0.12
9859,Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005,Adventure,Konami Digital Entertainment,0.06,0.05,0,0.02,0.12
9860,DreamWorks Super Star Kartz,N3DS,2011,Racing,Activision,0.08,0.03,0,0.01,0.12
9861,Minute to Win It,DS,2010,Misc,Zoo Games,0.11,0,0,0.01,0.12
9862,The Bible Game,GBA,2005,Misc,Crave Entertainment,0.09,0.03,0,0,0.12
9863,NFL Head Coach,XB,2006,Sports,Electronic Arts,0.09,0.03,0,0,0.12
9864,Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,0.11,0,0,0.01,0.12
9865,Medarot 4: Kabuto / Kuwagata Version,GB,2001,Role-Playing,Imagineer,0,0,0.12,0,0.12
9866,Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari,0.11,0,0,0.01,0.12
9867,Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04
9868,Major League Baseball 2K6,PSP,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12
9869,Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.09,0.02,0,0.01,0.12
9870,Fit in Six,Wii,2011,Sports,Ubisoft,0.11,0,0,0.01,0.12
9871,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,2010,Shooter,Bandai Namco Games,0,0,0.12,0,0.12
9872,"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005,Platform,Midway Games,0.08,0.03,0,0,0.12
9873,Onimusha: Blade Warriors,PS2,2003,Fighting,Capcom,0.06,0.05,0,0.02,0.12
9874,Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0.11,0,0,0.01,0.12
9875,Disney's Extreme Skate Adventure,GC,2003,Sports,Activision,0.09,0.02,0,0,0.12
9876,Akuji the Heartless,PS,1998,Platform,Eidos Interactive,0.07,0.04,0,0.01,0.12
9877,NBA 2K2,GC,2002,Sports,Sega,0.09,0.02,0,0,0.12
9878,7 Days to Die,PS4,2016,Action,Telltale Games,0.03,0.07,0,0.02,0.12
9879,Monster Jam: Path of Destruction,X360,2010,Racing,Activision,0.11,0,0,0.01,0.12
9880,Top Gun: Hard Lock,PS3,2012,Action,505 Games,0,0.03,0,0.01,0.03
9881,Psychonauts,XB,2005,Platform,THQ,0.09,0.03,0,0,0.12
9882,Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,0.11,0,0,0.01,0.12
9883,Deus Ex: Human Revolution,WiiU,2013,Shooter,Square Enix,0.06,0.05,0,0.01,0.12
9884,Jeremy McGrath Supercross World,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0,0,0.12
9885,Uta no * Prince-Sama: All Star,PSP,2013,Action,Broccoli,0,0,0.12,0,0.12
9886,HardBall 5,PS,1996,Sports,SPS,0.07,0.04,0,0.01,0.12
9887,Airborne Troops: Countdown to D-Day,PS2,2005,Shooter,Playlogic Game Factory,0.06,0.05,0,0.02,0.12
9888,MLB Inside Pitch 2003,XB,2003,Sports,Microsoft Game Studios,0.09,0.03,0,0,0.12
9889,ArmA III,PC,2013,Shooter,Bohemia Interactive,0,0.1,0,0.02,0.12
9890,The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games,0.04,0.07,0,0.01,0.12
9891,Marvel Trading Card Game,DS,2007,Misc,Konami Digital Entertainment,0.11,0,0,0.01,0.12
9892,One Piece: Super Grand Battle! X,N3DS,2014,Fighting,Bandai Namco Games,0,0,0.12,0,0.12
9893,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,0.07,0.03,0,0.01,0.12
9894,Self-Defense Training Camp,X360,2011,Sports,Ubisoft,0.08,0.03,0,0.01,0.12
9895,Battles of Prince of Persia,DS,2005,Strategy,Ubisoft,0.1,0.01,0,0.01,0.12
9896,Deca Sports Extreme,N3DS,2011,Sports,Hudson Soft,0.08,0,0.03,0.01,0.12
9897,Cruis'n,Wii,2007,Racing,Midway Games,0.1,0.01,0,0.01,0.12
9898,Hatsune Miku: Project Diva X,PSV,2016,Misc,Sega,0.01,0,0.1,0,0.12
9899,Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,0,0,0.12,0,0.12
9900,Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft,0.02,0.06,0.01,0.02,0.12
9901,Legends of Wrestling II,GC,2002,Fighting,Acclaim Entertainment,0.09,0.02,0,0,0.12
9902,Tropico 5,PC,2014,Simulation,Kalypso Media,0.02,0.08,0,0.01,0.12
9903,A.C.E.: Another Century's Episode Portable,PSP,2011,Simulation,Bandai Namco Games,0,0,0.12,0,0.12
9904,The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,Bandai Namco Games,0,0,0.03,0,0.03
9905,Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12
9906,Peggle: Dual Shot,DS,2009,Puzzle,PopCap Games,0.11,0,0,0.01,0.12
9907,Jikkyou Powerful Pro Yakyuu 9,GC,2002,Sports,Konami Digital Entertainment,0,0,0.11,0,0.12
9908,Sniper Elite,Wii,2010,Shooter,Reef Entertainment,0.08,0.03,0,0.01,0.12
9909,Etrian Odyssey V,N3DS,2016,Role-Playing,Atlus,0,0,0.12,0,0.12
9910,Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,Konami Digital Entertainment,0,0,0.12,0,0.12
9911,Barbie as The Island Princess,PS2,2007,Adventure,Activision,0.06,0.04,0,0.02,0.12
9912,Crime Killer,PS,1998,Racing,Interplay,0.07,0.04,0,0.01,0.12
9913,NPPL: Championship Paintball 2009,Wii,2008,Shooter,Activision Value,0.11,0,0,0.01,0.12
9914,Backyard Wrestling 2: There Goes the Neighborhood,XB,2004,Fighting,Eidos Interactive,0.09,0.03,0,0,0.12
9915,Dementium II,DS,2010,Shooter,SouthPeak Games,0.09,0.02,0,0.01,0.12
9916,Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,0.01,0.09,0,0.02,0.12
9917,USA Today Crossword Challenge,DS,2008,Puzzle,Destineer,0.11,0,0,0.01,0.12
9918,MegaTagmension Blanc + Neptune VS Zombies,PSV,2015,Action,Idea Factory International,0.02,0.03,0.05,0.01,0.12
9919,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,0,0,0.12,0,0.12
9920,SD Gundam G Generation-F.I.F,PS,2001,Strategy,Bandai Namco Games,0,0,0.11,0.01,0.12
9921,Jaws: Ultimate Predator,N3DS,2011,Action,Majesco Entertainment,0.11,0,0,0.01,0.12
9922,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,Fields,0,0,0.03,0,0.03
9923,Raiden IV,X360,2008,Shooter,Moss,0.1,0,0.01,0.01,0.12
9924,K-On! After School Live!! HD Ver.,PS3,2012,Action,Sega,0,0,0.03,0,0.03
9925,The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision,0.08,0.03,0,0.01,0.12
9926,.hack: Sekai no Mukou ni + Versus,PS3,2012,Action,Bandai Namco Games,0,0,0.03,0,0.03
9927,Charm Girls Club: My Perfect Prom,DS,2009,Simulation,Electronic Arts,0.11,0,0,0.01,0.12
9928,Accel World: Ginyoku no Kakusei,PS3,2012,Adventure,Bandai Namco Games,0,0,0.03,0,0.03
9929,Harukanaru Augusta 2: Masters,SNES,1993,Sports,T&E Soft,0,0,0.12,0,0.12
9930,Castlevania: Curse of Darkness,XB,2005,Action,Konami Digital Entertainment,0.09,0.03,0,0,0.12
9931,Spider-Man: Edge of Time,N3DS,2011,Action,Activision,0.08,0.03,0,0.01,0.12
9932,Mobil 1 Rally Championship,PS,2000,Racing,Electronic Arts,0.07,0.04,0,0.01,0.12
9933,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,2002,Fighting,Spike,0,0,0.12,0,0.12
9934,Turok: Evolution,GBA,2002,Shooter,Acclaim Entertainment,0.08,0.03,0,0,0.12
9935,The Clique: Diss and Make Up,DS,2009,Adventure,Warner Bros. Interactive Entertainment,0.11,0,0,0.01,0.12
9936,Love Live! School Idol Paradise,PSV,2014,Misc,Kadokawa Games,0,0,0.12,0,0.12
9937,Rugrats: Totally Angelica,PS,2001,Adventure,THQ,0.06,0.04,0,0.01,0.12
9938,Nightshade,PS2,2003,Action,Sega,0.06,0.04,0,0.01,0.12
9939,The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,Bandai Namco Games,0,0,0.03,0,0.03
9940,Ridge Racer Unbounded,X360,2012,Racing,Bandai Namco Games,0.05,0.05,0,0.01,0.12
9941,CSI: Crime Scene Investigation,XB,2004,Adventure,Ubisoft,0.09,0.03,0,0,0.12
9942,The Lord of the Rings: Aragorn's Quest,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0,0.02,0.12
9943,Yogi Bear: The Video Game,Wii,2010,Action,D3Publisher,0.06,0.05,0,0.01,0.12
9944,Makai Shin Trillion,PSV,2014,Role-Playing,Idea Factory,0.02,0.02,0.06,0.01,0.12
9945,Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,Action,Vivendi Games,0.09,0.03,0,0,0.12
9946,Lost Horizon,PC,2010,Adventure,Deep Silver,0,0.1,0,0.02,0.12
9947,Hanagumi Taisen Columns,SAT,1997,Puzzle,Sega,0,0,0.12,0,0.12
9948,Tales of Destiny 2,PSP,2007,Role-Playing,Bandai Namco Games,0,0,0.12,0,0.12
9949,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,Konami Digital Entertainment,0.09,0.02,0,0,0.12
9950,Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment,0,0,0.12,0,0.12
9951,Get Up and Dance,Wii,2011,Misc,O-Games,0.06,0.04,0,0.01,0.12
9952,Merv Griffin's Crosswords,Wii,2008,Puzzle,THQ,0.11,0,0,0.01,0.12
9953,Rango: The Video Game,DS,2011,Action,Electronic Arts,0.07,0.03,0,0.01,0.12
9954,The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Bandai Namco Games,0,0,0.03,0,0.03
9955,Ultimate Puzzle Games: Sudoku Edition,DS,2007,Puzzle,Telegames,0.11,0,0,0.01,0.12
9956,Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.06,0.01,0.02,0.02,0.12
9957,Deadpool,XOne,2015,Action,Activision,0.08,0.03,0,0.01,0.12
9958,UN Squadron,SNES,1991,Shooter,Capcom,0,0,0.12,0,0.12
9959,Tecmo Super Bowl,PS,1996,Sports,Tecmo Koei,0.06,0.04,0,0.01,0.12
9960,TMNT,PSP,2007,Action,Ubisoft,0.1,0.01,0,0.01,0.12
9961,Dora the Explorer: Journey to the Purple Planet,GC,2005,Adventure,Global Star,0.09,0.02,0,0,0.12
9962,Lunar 2: Eternal Blue,SAT,1998,Role-Playing,Kadokawa Shoten,0,0,0.12,0,0.12
9963,NHL Powerplay '96,PS,1996,Sports,Virgin Interactive,0.06,0.04,0,0.01,0.12
9964,Thousand Arms,PS,1998,Role-Playing,Atlus,0.06,0.04,0,0.01,0.12
9965,de Blob 2,DS,2011,Platform,THQ,0.09,0.02,0,0.01,0.12
9966,Arctic Thunder,XB,2001,Racing,Midway Games,0.09,0.02,0,0,0.12
9967,Hyperdimension Neptunia Re;Birth 3,PSV,2014,Action,Idea Factory International,0.07,0.01,0,0.03,0.12
9968,Barnyard,GC,2006,Action,THQ,0.09,0.02,0,0,0.12
9969,Stolen Song,PS,1998,Adventure,Sony Computer Entertainment,0,0,0.11,0.01,0.12
9970,Darkspore,PC,2011,Role-Playing,Electronic Arts,0.07,0.03,0,0.01,0.12
9971,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013,Misc,Ubisoft,0.09,0.01,0,0.01,0.12
9972,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Bandai Namco Games,0,0,0.03,0,0.03
9973,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008,Action,Takara Tomy,0,0,0.12,0,0.12
9974,Harvey Birdman: Attorney at Law,PS2,2008,Adventure,Capcom,0.06,0.04,0,0.01,0.12
9975,Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,0,0.02,0,0.01,0.03
9976,Dawn of Discovery,DS,2009,Simulation,Ubisoft,0.07,0.03,0,0.01,0.12
9977,DEATH NOTE: Kira Game,DS,2007,Adventure,Konami Digital Entertainment,0,0,0.12,0,0.12
9978,Sengoku Cyber: Fujimaru Jigokuhen,PS,1995,Strategy,Sony Computer Entertainment,0,0,0.11,0.01,0.12
9979,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007,Misc,D3Publisher,0,0,0.12,0,0.12
9980,ASH: Archaic Sealed Heat,DS,2007,Role-Playing,Nintendo,0,0,0.12,0,0.12
9981,Happy Feet Two,NDS,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0,0.01,0.12
9982,Brunswick Pro Bowling,N3DS,2011,Sports,Crave Entertainment,0.11,0,0,0.01,0.12
9983,Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,Take-Two Interactive,0.1,0.01,0,0.01,0.12
9984,Dorabase 2: Nettou Ultra Stadium,DS,2009,Sports,Bandai Namco Games,0,0,0.12,0,0.12
9985,Center Ring Boxing,SAT,1994,Fighting,JVC,0,0,0.12,0,0.12
9986,NHL 2K3,XB,2002,Sports,Sega,0.09,0.02,0,0,0.12
9987,Puzzler World 2,DS,2010,Puzzle,Ubisoft,0.02,0.07,0,0.02,0.12
9988,Die Hard: Vendetta,GC,2002,Shooter,NDA Productions,0.09,0.02,0,0,0.12
9989,Sword Art Online: Hollow Fragment,PS4,2015,Role-Playing,Bandai Namco Games,0,0.1,0,0.02,0.12
9990,F1 2002,PS2,2002,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12
9991,Hasbro Family Game Night Fun Pack,Wii,2011,Misc,Electronic Arts,0.11,0,0,0.01,0.12
9992,FIFA Soccer,PSP,2005,Sports,Electronic Arts,0.11,0,0,0.01,0.12
9993,Dead Island Definitive Collection,PS4,2016,Action,Deep Silver,0.02,0.07,0.01,0.02,0.12
9994,Sphinx and the Cursed Mummy,XB,2003,Action,THQ,0.09,0.02,0,0,0.12
9995,Army Men: Soldiers of Misfortune,DS,2008,Shooter,Zoo Games,0.11,0,0,0.01,0.12
9996,GT Advance 2: Rally Racing,GBA,2001,Racing,THQ,0.08,0.03,0,0,0.11
9997,Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,Unknown,0.11,0,0,0.01,0.11
9998,Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0,0,0.03,0,0.03
9999,DOA 2: Dead or Alive 2 Hardcore,PS2,2000,Fighting,Tecmo Koei,0,0,0.11,0,0.11
10000,A Witch's Tale,DS,2009,Role-Playing,Nippon Ichi Software,0.08,0,0.03,0.01,0.11
10001,Hollywood Squares,Wii,2010,Misc,Ubisoft,0.11,0,0,0.01,0.11
10002,Cabela's Deer Hunt 2005 Season,XB,2004,Sports,Activision,0.09,0.02,0,0,0.11
10003,SplashDown,XB,2002,Racing,Atari,0.09,0.02,0,0,0.11
